#
# line_tag	ion   wavelength  f	    gamma      mass

FeIIb_2607     FeIIb   2607.8658  0.12303659  2.689e+08  55.845
FeIIk_2611     FeIIk   2611.8526  0.01061625  2.826e+08  55.845
FeIIa_2612     FeIIa   2612.6536  0.12485329  2.702e+08  55.845
FeIIc_2614     FeIIc   2614.6047  0.11017855  2.681e+08  55.845
FeIIb_2618     FeIIb   2618.3984  0.04800261  2.697e+08  55.845
FeIIc_2621     FeIIc   2621.1906  0.00363621  2.689e+08  55.845
FeIId_2622     FeIId   2622.4513  0.05454401  2.681e+08  55.845
FeIIa_2626     FeIIa   2626.4503  0.04266176  2.723e+08  55.845
FeIId_2629     FeIId   2629.0769  0.17451195  2.689e+08  55.845
FeIIc_2631     FeIIc   2631.8314  0.12430448  2.697e+08  55.845
FeIIb_2632     FeIIb   2632.1077  0.08240233  2.702e+08  55.845
GeI_2652       GeI     2652.3577  0.22000000  2.140e+08  72.612
CrIIb_2654     CrIIb   2654.3681  0.10742856  2.308e+08  51.996
CrIIa_2659     CrIIa   2659.3771  0.15692715  2.364e+08  51.996
CrIIc_2662     CrIIc   2662.5124  0.02518884  2.308e+08  51.996
CrIId_2664     CrIId   2664.2142  0.07023583  2.472e+08  51.996
CrIIb_2664     CrIIb   2664.3916  0.00142619  2.364e+08  51.996
CrIIa_2664     CrIIa   2664.4669  0.04757783  2.376e+08  51.996
CrIIc_2666     CrIIc   2666.8125  0.12937238  2.486e+08  51.996
CrIIb_2669     CrIIb   2669.5006  0.07959629  2.376e+08  51.996
AlII_2669      AlII    2669.9480  0.00001070  3.330e+03  26.982
CrIIc_2672     CrIIc   2672.5977  0.07995957  2.364e+08  51.996
CrIId_2673     CrIId   2673.6202  0.05755065  2.308e+08  51.996
CrIIe_2677     CrIIe   2677.9541  0.20643531  2.472e+08  51.996
CrIId_2677     CrIId   2677.9562  0.12257116  2.486e+08  51.996
CrIIb_2679     CrIIb   2679.5844  0.07847637  2.150e+08  51.996
NaI_2681       NaI     2681.1370  0.00048700  2.260e+05  22.990
NaI_2681.2     NaI     2681.2300  0.00024400  2.260e+05  22.990
VII_2683       VII     2683.8870  0.10900000  2.860e+08  50.941
CrIIc_2687     CrIIc   2687.8845  0.03152032  2.150e+08  51.996
CrIIe_2691     CrIIe   2691.8386  0.03650176  2.486e+08  51.996
FeIIi_2693     FeIIi   2693.6330  0.00129721  2.646e+08  55.845
CrIId_2699     CrIId   2699.2054  0.01187894  2.150e+08  51.996
CrIIa_2699     CrIIa   2699.4838  0.09658067  2.090e+08  51.996
CrIIb_2704     CrIIb   2704.6508  0.00892737  2.090e+08  51.996
FeIIj_2710     FeIIj   2710.1843  0.00021657  2.597e+08  55.845
CrIIc_2713     CrIIc   2713.1071  0.01250743  2.090e+08  51.996
FeIIi_2715     FeIIi   2715.2173  0.04542841  3.106e+08  55.845
CrIIa_2718     CrIIa   2718.3110  0.01340479  1.950e+08  51.996
FeI_2719       FeI     2719.8330  0.11900000  1.750e+08  55.845
CaI_2722       CaI     2722.4500  0.02010000  2.700e+05  40.078
CrIIb_2723     CrIIb   2723.5504  0.02257581  1.950e+08  51.996
FeIIj_2725     FeIIj   2725.6910  0.01043685  2.646e+08  55.845
FeIIj_2728     FeIIj   2728.3467  0.06889621  3.126e+08  55.845
FeIIk_2731     FeIIk   2731.5431  0.02964411  2.597e+08  55.845
FeIIk_2737     FeIIk   2737.7761  0.06573978  3.176e+08  55.845
FeIIi_2740     FeIIi   2740.3577  0.25107061  3.110e+08  55.845
VII_2740       VII     2740.5250  0.10100000  3.000e+07  50.941
CrIIc_2740     CrIIc   2740.9050  0.00926592  4.290e+08  51.996
LiI_2741       LiI     2741.9951  0.00450000  2.600e+06   6.941
CrIIb_2742     CrIIb   2742.8431  0.03637543  4.237e+08  51.996
FeIIl_2744     FeIIl   2744.0089  0.44026294  2.597e+08  55.845
CrIIa_2744     CrIIa   2744.4525  0.13618687  4.212e+08  51.996
FeIIk_2747     FeIIk   2747.2958  0.35475202  2.646e+08  55.845
FeIIj_2747     FeIIj   2747.7942  0.18791133  3.106e+08  55.845
CrIIb_2749     CrIIb   2749.7933  0.11449802  4.212e+08  51.996
FeIIk_2749     FeIIk   2749.9938  0.13492328  3.126e+08  55.845
FeIIj_2750     FeIIj   2750.1347  0.32808238  2.671e+08  55.845
FeIIl_2750     FeIIl   2750.2989  0.12021043  3.176e+08  55.845
CrIIc_2751     CrIIc   2751.5403  0.09205537  4.237e+08  51.996
CrIId_2752     CrIId   2752.6779  0.05191627  4.290e+08  51.996
FeIIi_2756     FeIIi   2756.5512  0.30759012  2.550e+08  55.845
CrIIc_2758     CrIIc   2758.5347  0.06647427  4.212e+08  51.996
FeIIl_2762     FeIIl   2762.6289  0.02837744  3.126e+08  55.845
CrIId_2763     CrIId   2763.4050  0.12622465  4.237e+08  51.996
CrIIe_2767     CrIIe   2767.3480  0.18554335  4.290e+08  51.996
FeIIk_2769     FeIIk   2769.7523  0.00667668  3.106e+08  55.845
FeIIj_2773     FeIIj   2773.5443  0.00016454  3.110e+08  55.845
MnI_2795       MnI     2795.6411  0.56500000  3.615e+08  54.938
MgII_2796      MgII    2796.3540  0.61550000  2.625e+08  24.305
MnI_2799       MnI     2799.0940  0.41900000  3.564e+08  54.938
MnI_2801       MnI     2801.9070  0.29000000  3.691e+08  54.938
MgII_2803      MgII    2803.5311  0.30580000  2.595e+08  24.305
CrIIe_2836     CrIIe   2836.4626  0.34015725  2.350e+08  51.996
CrIId_2844     CrIId   2844.0853  0.27892636  2.315e+08  51.996
CrIIc_2850     CrIIc   2850.6743  0.23229853  2.301e+08  51.996
MgI_2852       MgI     2852.9628  1.83000000  5.000e+08  24.305
NaI_2853       NaI     2853.6489  0.00127000  5.200e+05  22.990
NaI_2853.8     NaI     2853.8501  0.00063500  5.199e+05  22.990
CrIIb_2856     CrIIb   2856.5087  0.19451125  2.285e+08  51.996
CrIIf_2859     CrIIf   2859.4901  0.08532237  2.350e+08  51.996
CrIIe_2859     CrIIe   2859.7485  0.05787276  2.315e+08  51.996
CrIIa_2861     CrIIa   2861.7740  0.16821617  2.264e+08  51.996
FeIIk_2862     FeIIk   2862.0076  0.00020263  2.938e+08  55.845
CrIId_2863     CrIId   2863.4113  0.10067644  2.301e+08  51.996
CrIIc_2865     CrIIc   2865.9429  0.13299501  2.285e+08  51.996
CrIIf_2866     CrIIf   2866.1697  0.09311123  2.353e+08  51.996
CrIIb_2867     CrIIb   2867.5817  0.15903686  2.264e+08  51.996
CrIIa_2868     CrIIa   2868.4873  0.21588398  2.265e+08  51.996
FeIIj_2869     FeIIj   2869.7167  0.00090008  2.923e+08  55.845
CrIIb_2874     CrIIb   2874.3223  0.03183322  2.265e+08  51.996
GaI_2875       GaI     2875.0779  0.30300000  1.224e+08  69.723
FeIIl_2875     FeIIl   2875.6956  0.00014407  2.938e+08  55.845
CrIIc_2877     CrIIc   2877.0893  0.02374509  2.264e+08  51.996
CrIId_2878     CrIId   2878.8171  0.01332607  2.285e+08  51.996
CrIIe_2879     CrIIe   2879.2887  0.00486235  2.301e+08  51.996
FeIIi_2881     FeIIi   2881.6017  0.00250231  2.909e+08  55.845
FeIIk_2893     FeIIk   2893.6752  0.00033707  2.923e+08  55.845
FeIIi_2908     FeIIi   2908.7084  0.00011987  3.252e+08  55.845
FeIIj_2918     FeIIj   2918.3204  0.00023324  2.909e+08  55.845
FeIIi_2927     FeIIi   2927.4423  0.00597456  3.294e+08  55.845
FeIIj_2940     FeIIj   2940.3667  0.00034393  3.242e+08  55.845
TiI_2942       TiI     2942.8511  0.13500000  1.041e+08  47.867
FeIIn_2945     FeIIn   2945.2567  0.02301951  2.822e+08  55.845
FeIIm_2948     FeIIm   2948.5170  0.01677065  2.822e+08  55.845
FeIIj_2954     FeIIj   2954.6376  0.00623006  3.264e+08  55.845
FeIIk_2962     FeIIk   2962.1405  0.00058868  3.244e+08  55.845
FeIIo_2965     FeIIo   2965.4898  0.00862278  2.822e+08  55.845
FeIIk_2965     FeIIk   2965.5245  0.00020305  3.242e+08  55.845
FeIIn_2965     FeIIn   2965.8979  0.00784704  2.822e+08  55.845
FeIIk_2971     FeIIk   2971.3826  0.00528161  3.252e+08  55.845
FeIIl_2976     FeIIl   2976.8054  0.00120632  3.244e+08  55.845
FeIIl_2980     FeIIl   2980.2231  0.00442091  3.242e+08  55.845
FeIIm_2985     FeIIm   2985.6965  0.03889205  2.826e+08  55.845
FeIIo_2986     FeIIo   2986.4171  0.04278853  2.822e+08  55.845
FeIIn_3003     FeIIn   3003.5198  0.02150476  2.826e+08  55.845
FeI_3021       FeI     3021.5189  0.10400000  1.690e+08  55.845
VI_3054        VI      3054.5420  0.18100000  1.295e+08  50.941
TiII_3067      TiII    3067.2375  0.04650000  2.500e+08  47.867
TiII_3073      TiII    3073.8629  0.10900000  2.500e+08  47.867
AlI_3083       AlI     3083.0479  0.17100000  7.177e+07  26.982
CrIIf_3119     CrIIf   3119.5505  0.38226263  2.342e+08  51.996
BeII_3131      BeII    3131.3292  0.33210000  1.130e+08   9.012
BeII_3131.9    BeII    3131.9742  0.16600000  1.129e+08   9.012
FeIIn_3162     FeIIn   3162.8943  0.00035996  2.597e+08  55.845
FeIIm_3164     FeIIm   3164.0110  0.00023564  2.646e+08  55.845
FeIIm_3167     FeIIm   3167.5900  0.00013739  3.126e+08  55.845
FeIIn_3171     FeIIn   3171.2543  0.00061970  3.176e+08  55.845
FeIIn_3184     FeIIn   3184.0343  0.00158684  2.646e+08  55.845
VI_3184        VI      3184.9331  0.54700000  2.398e+08  50.941
FeIIo_3186     FeIIo   3186.2402  0.00075799  2.597e+08  55.845
TiI_3187       TiI     3187.3721  0.17000000  7.983e+07  47.867
FeIIn_3187     FeIIn   3187.6588  0.00423511  3.126e+08  55.845
FeIIm_3193     FeIIm   3193.8333  0.00162109  3.106e+08  55.845
FeIIo_3194     FeIIo   3194.7242  0.00824768  3.176e+08  55.845
FeIIm_3196     FeIIm   3196.9961  0.00224746  2.671e+08  55.845
FeIIo_3211     FeIIo   3211.3731  0.00875134  3.126e+08  55.845
FeIIn_3214     FeIIn   3214.2373  0.01022295  3.106e+08  55.845
FeIIm_3228     FeIIm   3228.6751  0.01106518  3.110e+08  55.845
TiII_3230      TiII    3230.1217  0.05860000  2.350e+08  47.867
LiI_3233       LiI     3233.5640  0.00550000  4.940e+06   6.941
TiII_3242      TiII    3242.9180  0.23200000  2.440e+08  47.867
CuI_3248       CuI     3248.4741  0.43100000  1.384e+08  63.546
FeIIi_3256     FeIIi   3256.8272  0.00034667  2.702e+08  55.845
ScI_3270       ScI     3270.8420  0.25100000  3.134e+08  44.956
CuI_3274       CuI     3274.8979  0.21400000  1.346e+08  63.546
FeIIi_3278     FeIIi   3278.2938  0.00051158  2.723e+08  55.845
FeIIj_3282     FeIIj   3282.2385  0.00030365  2.697e+08  55.845
FeIIk_3296     FeIIk   3296.7676  0.00022650  2.689e+08  55.845
NaI_3303       NaI     3303.3191  0.00897000  9.641e+06  22.990
NaI_3303.9     NaI     3303.9290  0.00448000  9.639e+06  22.990
FeIIl_3304     FeIIl   3304.4167  0.00021282  2.681e+08  55.845
CrIIf_3329     CrIIf   3329.2993  0.00854172  2.364e+08  51.996
CrIIf_3337     CrIIf   3337.2802  0.03239393  2.376e+08  51.996
TiI_3342       TiI     3342.8340  0.15200000  6.469e+07  47.867
TiII_3384      TiII    3384.7300  0.35800000  1.750e+08  47.867
CrIIf_3392     CrIIf   3392.3972  0.02080833  2.090e+08  51.996
FeIIr_3416     FeIIr   3416.9968  0.00023194  2.822e+08  55.845
CrIIf_3422     CrIIf   3422.1835  0.11325120  1.950e+08  51.996
KI_3447        KI      3447.3589  0.00059900  1.681e+05  39.098
KI_3448        KI      3448.3630  0.00029900  1.679e+05  39.098
CrIIf_3463     CrIIf   3463.7193  0.00105045  4.212e+08  51.996
FeIIr_3495     FeIIr   3495.6684  0.00019594  2.826e+08  55.845
FeIIs_3508     FeIIs   3508.3986  0.00015132  2.822e+08  55.845
CoI_3527       CoI     3527.8521  0.02400000  1.286e+07  58.933
CrI_3579       CrI     3579.7051  0.36600000  1.483e+08  51.996
ScII_3581      ScII    3581.9470  0.23700000  2.130e+08  44.956
CrI_3594       CrI     3594.5071  0.29000000  1.495e+08  51.996
CrI_3606       CrI     3606.3501  0.22500000  1.615e+08  51.996
TiI_3636       TiI     3636.4980  0.22300000  8.029e+07  47.867
ScII_3643      ScII    3643.8220  0.37500000  1.610e+08  44.956
CrIIf_3652     CrIIf   3652.7118  0.00047608  2.264e+08  51.996
TiI_3730       TiI     3730.8669  0.08910000  4.271e+07  47.867
FeIIr_3784     FeIIr   3784.4176  0.00010242  3.106e+08  55.845
VI_3819        VI      3819.3259  0.07360000  6.732e+07  50.941
VI_3856        VI      3856.4551  0.07360000  3.302e+07  50.941
CN_3874        CN      3874.4610  0.02030000  1.610e+07  26.017
CN_3875        CN      3875.0910  0.02250000  1.610e+07  26.017
CN_3875.6      CN      3875.6980  0.03380000  1.610e+07  26.017
CN_3876        CN      3876.8560  0.01130000  1.610e+07  26.017
CN_3877        CN      3877.4040  0.01350000  1.610e+07  26.017
CH_3879        CH      3879.8670  0.00107000  3.050e+06  13.019
CH_3887        CH      3887.5020  0.00213000  3.050e+06  13.019
CH_3887.5      CH      3887.5080  0.00107000  3.050e+06  13.019
CH_3891        CH      3891.3130  0.00213000  3.050e+06  13.019
ScI_3908       ScI     3908.5950  0.57000000  1.822e+08  44.956
CaII_3934      CaII    3934.7771  0.65000000  1.456e+08  40.078
AlI_3945       AlI     3945.1223  0.11300000  1.445e+08  26.982
CH+_3956       CH+     3956.5990  0.00331000  0.000e+00  13.019
CH+_3958       CH+     3958.8060  0.00331000  0.000e+00  13.019
CH+_3963       CH+     3963.1860  0.00331000  0.000e+00  13.019
CaII_3969      CaII    3969.5911  0.32200000  1.414e+08  40.078
TiI_3982       TiI     3982.8879  0.08930000  3.756e+07  47.867
ScI_4021       ScI     4021.5281  0.39500000  1.784e+08  44.956
GaI_4034       GaI     4034.1270  0.12300000  1.411e+08  69.723
KI_4045        KI      4045.2849  0.00609000  7.341e+06  39.098
KI_4048        KI      4048.3560  0.00304000  7.338e+06  39.098
CaI_4227       CaI     4227.9180  1.94000000  2.180e+08  40.078
CH+_4230       CH+     4230.5340  0.00545000  0.000e+00  13.019
CH+_4233       CH+     4233.7350  0.00545000  0.000e+00  13.019
CH+_4238       CH+     4238.7490  0.00545000  0.000e+00  13.019
CrI_4255       CrI     4255.5288  0.11000000  3.148e+07  51.996
CrI_4275       CrI     4275.9990  0.08390000  3.062e+07  51.996
CrI_4290       CrI     4290.9229  0.06220000  3.156e+07  51.996
CH_4301        CH      4301.5090  0.00506000  1.866e+06  13.019
CH_4301.5      CH      4301.5290  0.00506000  1.866e+06  13.019
NaI_5891       NaI     5891.5835  0.63100000  6.064e+07  22.990
NaI_5897       NaI     5897.5581  0.31800000  6.098e+07  22.990
LiI_6709       LiI     6709.6128  0.49500000  3.664e+07   6.941
LiI_6709.7     LiI     6709.7642  0.24700000  3.664e+07   6.941
KI_7667        KI      7667.0210  0.68200000  3.867e+07  39.098
KI_7701        KI      7701.0835  0.33900000  3.816e+07  39.098
# - 12C16O
COJ0_1544.44  COJ0  1544.44965  0.015820  1.000E8  28.0
COJ1_1544.54  COJ1  1544.54133  0.007908  1.000E8  28.0
COJ1_1544.38  COJ1  1544.38952  0.007893  1.000E8  28.0
COJ2_1544.72  COJ2  1544.72485  0.001582  1.000E8  28.0
COJ2_1544.57  COJ2  1544.57263  0.007893  1.000E8  28.0
COJ2_1544.34  COJ2  1544.34528  0.006294  1.000E8  28.0
COJ3_1544.84  COJ3  1544.84819  0.002255  1.000E8  28.0
COJ3_1544.61  COJ3  1544.61950  0.007868  1.000E8  28.0
COJ3_1544.31  COJ3  1544.31734  0.005590  1.000E8  28.0
COJ4_1544.98  COJ4  1544.98742  0.002623  1.000E8  28.0
COJ4_1544.68  COJ4  1544.68226  0.007826  1.000E8  28.0
COJ4_1544.30  COJ4  1544.30586  0.005168  1.000E8  28.0
COJ5_1545.14  COJ5  1545.14298  0.002846  1.000E8  28.0
COJ5_1544.76  COJ5  1544.76096  0.007753  1.000E8  28.0
COJ5_1544.31  COJ5  1544.31235  0.004847  1.000E8  28.0
COJ0_1509.74  COJ0  1509.74781  2.835E-02  9.600E7  28.0
COJ1_1509.83  COJ1  1509.83545  1.417E-02  9.600E7  28.0
COJ1_1509.69  COJ1  1509.69595  1.439E-02  9.600E7  28.0
COJ2_1510.01  COJ2  1510.01077  2.835E-03  9.600E7  28.0
COJ2_1509.87  COJ2  1509.87124  1.439E-02  9.600E7  28.0
COJ2_1509.66  COJ2  1509.66147  1.174E-02  9.600E7  28.0
COJ3_1510.13  COJ3  1510.13424  4.111E-03  9.600E7  28.0
COJ3_1509.92  COJ3  1509.92437  1.468E-02  9.600E7  28.0
COJ3_1509.64  COJ3  1509.64364  1.072E-02  9.600E7  28.0
COJ4_1510.27  COJ4  1510.27510  4.893E-03  9.600E7  28.0
COJ4_1509.99  COJ4  1509.99415  1.501E-02  9.600E7  28.0
COJ4_1509.64  COJ4  1509.64196  1.023E-02  9.600E7  28.0
COJ0_1477.56  COJ0  1477.56549  4.151E-02  1.030E8  28.0
COJ1_1477.64  COJ1  1477.64944  2.075E-02  1.030E8  28.0
COJ1_1477.51  COJ1  1477.51338  2.075E-02  1.030E8  28.0
COJ2_1477.81  COJ2  1477.81737  4.151E-03  1.030E8  28.0
COJ2_1477.68  COJ2  1477.68137  2.075E-02  1.030E8  28.0
COJ2_1477.47  COJ2  1477.47721  1.660E-02  1.030E8  28.0
COJ3_1477.93  COJ3  1477.93318  5.930E-03  1.030E8  28.0
COJ3_1477.72  COJ3  1477.72920  2.075E-02  1.030E8  28.0
COJ3_1477.45  COJ3  1477.45705  1.482E-02  1.030E8  28.0
COJ4_1478.06  COJ4  1478.06494  6.918E-03  1.030E8  28.0
COJ4_1477.79  COJ4  1477.79304  2.075E-02  1.030E8  28.0
COJ4_1477.45  COJ4  1477.45279  1.384E-02  1.030E8  28.0
COJ0_1447.35  COJ0  1447.35311  3.651E-02  1.040E8  28.0
COJ1_1447.43  COJ1  1447.43368  1.825E-02  1.040E8  28.0
COJ1_1447.30  COJ1  1447.30514  1.825E-02  1.040E8  28.0
COJ2_1447.59  COJ2  1447.59479  3.651E-03  1.040E8  28.0
COJ2_1447.46  COJ2  1447.46624  1.825E-02  1.040E8  28.0
COJ2_1447.27  COJ2  1447.27343  1.460E-02  1.040E8  28.0
COJ3_1447.70  COJ3  1447.70795  5.216E-03  1.040E8  28.0
COJ3_1447.51  COJ3  1447.51507  1.825E-02  1.040E8  28.0
COJ3_1447.25  COJ3  1447.25798  1.304E-02  1.040E8  28.0
COJ4_1447.83  COJ4  1447.83737  6.085E-03  1.040E8  28.0
COJ4_1447.58  COJ4  1447.58021  1.826E-02  1.040E8  28.0
COJ4_1447.25  COJ4  1447.25885  1.217E-02  1.040E8  28.0
COJ0_1419.04  COJ0  1419.04491  2.448E-02  1.060E8  28.0
COJ1_1419.12  COJ1  1419.12198  1.224E-02  1.060E8  28.0
COJ1_1419.00  COJ1  1419.00170  1.229E-02  1.060E8  28.0
COJ2_1419.27  COJ2  1419.27723  2.448E-03  1.060E8  28.0
COJ2_1419.15  COJ2  1419.15561  1.229E-02  1.060E8  28.0
COJ2_1418.97  COJ2  1418.97534  9.888E-03  1.060E8  28.0
COJ3_1419.38  COJ3  1419.38890  3.513E-03  1.060E8  28.0
COJ3_1419.20  COJ3  1419.20618  1.236E-02  1.060E8  28.0
COJ3_1418.96  COJ3  1418.96575  8.876E-03  1.060E8  28.0
COJ4_1419.51  COJ4  1419.51744  4.120E-03  1.060E8  28.0
COJ4_1419.27  COJ4  1419.27367  1.243E-02  1.060E8  28.0
COJ4_1418.97  COJ4  1418.97285  8.448E-03  1.060E8  28.0
COJ0_1392.52  COJ0  1392.52551  1.582E-02  1.090E8  28.0
COJ1_1392.60  COJ1  1392.60017  7.912E-03  1.090E8  28.0
COJ1_1392.48  COJ1  1392.48517  7.912E-03  1.090E8  28.0
COJ2_1392.74  COJ2  1392.74951  1.582E-03  1.090E8  28.0
COJ2_1392.63  COJ2  1392.63391  7.912E-03  1.090E8  28.0
COJ2_1392.46  COJ2  1392.46133  6.330E-03  1.090E8  28.0
COJ3_1392.85  COJ3  1392.85776  2.261E-03  1.090E8  28.0
COJ3_1392.68  COJ3  1392.68473  7.912E-03  1.090E8  28.0
COJ3_1392.45  COJ3  1392.45435  5.652E-03  1.090E8  28.0
COJ4_1392.98  COJ4  1392.98290  2.637E-03  1.090E8  28.0
COJ4_1392.75  COJ4  1392.75203  7.912E-03  1.090E8  28.0
COJ4_1392.46  COJ4  1392.46365  5.275E-03  1.090E8  28.0
COJ0_1367.62  COJ0  1367.62386  9.501E-03  1.100E8  28.0
COJ1_1367.69  COJ1  1367.69587  4.750E-03  1.100E8  28.0
COJ1_1367.58  COJ1  1367.58645  4.746E-03  1.100E8  28.0
COJ2_1367.83  COJ2  1367.83936  9.501E-04  1.100E8  28.0
COJ2_1367.73  COJ2  1367.73029  4.746E-03  1.100E8  28.0
COJ2_1367.56  COJ2  1367.56681  3.789E-03  1.100E8  28.0
COJ3_1367.94  COJ3  1367.94620  1.356E-03  1.100E8  28.0
COJ3_1367.78  COJ3  1367.78248  4.736E-03  1.100E8  28.0
COJ3_1367.56  COJ3  1367.56494  3.371E-03  1.100E8  28.0
COJ4_1368.07  COJ4  1368.07047  1.579E-03  1.100E8  28.0
COJ4_1367.85  COJ4  1367.85264  4.720E-03  1.100E8  28.0
COJ4_1367.58  COJ4  1367.58065  3.121E-03  1.100E8  28.0
COJ5_1368.21  COJ5  1368.21216  1.716E-03  1.100E8  28.0
COJ5_1367.94  COJ5  1367.94040  4.682E-03  1.100E8  28.0
COJ5_1367.61  COJ5  1367.61544  2.902E-03  1.100E8  28.0
COJ0_1344.18  COJ0  1344.18593  5.354E-03  1.120E8  28.0
COJ1_1344.25  COJ1  1344.25550  2.677E-03  1.120E8  28.0
COJ1_1344.15  COJ1  1344.15142  2.677E-03  1.120E8  28.0
COJ2_1344.39  COJ2  1344.39411  5.354E-04  1.120E8  28.0
COJ2_1344.29  COJ2  1344.29056  2.677E-03  1.120E8  28.0
COJ2_1344.13  COJ2  1344.13426  2.142E-03  1.120E8  28.0
COJ3_1344.49  COJ3  1344.49877  7.649E-04  1.120E8  28.0
COJ3_1344.34  COJ3  1344.34278  2.677E-03  1.120E8  28.0
COJ3_1344.13  COJ3  1344.13480  1.912E-03  1.120E8  28.0
COJ4_1344.62  COJ4  1344.62098  8.923E-04  1.120E8  28.0
COJ4_1344.41  COJ4  1344.41273  2.677E-03  1.120E8  28.0
COJ4_1344.15  COJ4  1344.15233  1.785E-03  1.120E8  28.0
COJ5_1344.76  COJ5  1344.76003  9.735E-04  1.120E8  28.0
COJ5_1344.49  COJ5  1344.49985  2.677E-03  1.120E8  28.0
COJ5_1344.18  COJ5  1344.18756  1.704E-03  1.120E8  28.0
COJ0_1322.15  COJ0  1322.15058  0.002636  1.120E8  28.0
COJ1_1322.21  COJ1  1322.21754  0.001318  1.120E8  28.0
COJ1_1322.11  COJ1  1322.11912  0.001318  1.120E8  28.0
COJ2_1322.35  COJ2  1322.35252  0.0002636  1.120E8  28.0
COJ2_1322.25  COJ2  1322.25355  0.001318  1.120E8  28.0
COJ2_1322.10  COJ2  1322.10531  0.001054  1.120E8  28.0
COJ3_1322.45  COJ3  1322.45534  0.0003766  1.120E8  28.0
COJ3_1322.30  COJ3  1322.30671  0.001318  1.120E8  28.0
COJ3_1322.10  COJ3  1322.10898  0.0009414  1.120E8  28.0
COJ4_1322.57  COJ4  1322.57585  0.0004393  1.120E8  28.0
COJ4_1322.37  COJ4  1322.37822  0.001318  1.120E8  28.0
COJ4_1322.13  COJ4  1322.13118  0.0008787  1.120E8  28.0
COJ5_1322.71  COJ5  1322.71423  0.0004793  1.120E8  28.0
COJ5_1322.46  COJ5  1322.46724  0.001318  1.120E8  28.0
COJ5_1322.17  COJ5  1322.17069  0.0008387  1.120E8  28.0
COJ0_1301.40  COJ0  1301.403  0.000950  1.120E8  28.0
COJ1_1301.46  COJ1  1301.468  0.000475  1.120E8  28.0
COJ1_1301.37  COJ1  1301.374  0.000475  1.120E8  28.0
COJ2_1301.59  COJ2  1301.598  0.00009499  1.120E8  28.0
COJ2_1301.50  COJ2  1301.505  0.0004750  1.120E8  28.0
COJ2_1301.36  COJ2  1301.364  0.0003800  1.120E8  28.0
COJ3_1301.70  COJ3  1301.700  0.0001357  1.120E8  28.0
COJ3_1301.55  COJ3  1301.559  0.0004750  1.120E8  28.0
COJ3_1301.37  COJ3  1301.370  0.0003393  1.120E8  28.0
COJ4_1301.82  COJ4  1301.820  0.0001583  1.120E8  28.0
COJ4_1301.63  COJ4  1301.631  0.0004749  1.120E8  28.0
